,Brand,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty
762,Acer Extensa 15 Non-Gaming Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) EX215-23 Thin and Light Laptop Rs.44999  Price in India - Buy Acer Extensa 15 Non-Gaming Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) EX215-23 Thin and Light Laptop Steel Gray Online - Acer : Flipkart.com,29990,"Laptop, Power Adaptor, User Guide, Warranty Documents",EX215-23,NX.EH3SI.005,EX215-23,Extensa 15 Non-Gaming,Steel Gray,Thin and Light Laptop,Processing & Multitasking,No,AMD,Ryzen 3 Quad Core,Yes,256 GB,8 GB,LPDDR5,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,Windows 11 Home,"1 x USB Type-C port with DC-in, 2 x USB 3.2 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, high-brightness Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,,WIFI6+BT - 1x1 AX+BT,v5.1,362.9 x 237.5 x 18.9 mm,1.78 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
763,HP 247 G8 Ryzen 3 Dual Core - (8 GB/512 GB SSD/DOS) 247 G8 Notebook Rs.37848  Price in India - Buy HP 247 G8 Ryzen 3 Dual Core - (8 GB/512 GB SSD/DOS) 247 G8 Notebook Black Online - HP : Flipkart.com,27990,"Laptop, Power Adapter, User Guide",247 G8,796Z3PA.,247 G8,247 G8,Black,Notebook,"Travel & Business, Processing & Multitasking, Everyday Use, Entertainment",No,AMD,Ryzen 3 Dual Core,Yes,512 GB,8 GB,DDR4,,2.6 GHz,AMD Radeon AMD Radeon™ Graphics,DOS,2 SuperSpeed USB Type-A 5Gbps signaling rate;,No,35.56 cm (14 inch),1366 x 768 pixel,HD,Stereo speakers,,Realtek 802.11a/b/g/n/ac (2×2) Wi-Fi® and Bluetooth® 5 combo,V3.0,6.9 x 44.9 x 30.5 cm,1.47 kg,Not Available,720p HD camera,"Full-size, textured keyboard with numeric keypad",No,1 year Domestic warranty,Visit HP Service Centre,MANUFACTURING DEFECT,PHYSICAL DAMAGE
764,ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) M6500QC-HN741WS Creator Laptop Rs.88990  Price in India - Buy ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) M6500QC-HN741WS Creator Laptop Quiet Blue Online - ASUS : Flipkart.com,79990,"Laptop, battery, power adapter, user guide",M6500QC-HN741WS,90NB0YN1-M00AK0,K3405VCB-KM541WS,Vivobook Pro 15,Quiet Blue,Creator Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,5800H,3.2GHz upto max turbo frequency at 4.4 GHz,NVIDIA GeForce RTX 3050,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C support display / power delivery, 2 x USB 2.0 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, IPS-level Panel, 144Hz refresh rate, 250nits, 45% NTSC color gamut, Glossy display",Built-in Speakers,Yes,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.0,,1.8 Kg,Not Available,1080p FHD camera With privacy shutter,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
765,Lenovo IdeaPad Slim 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 Thin and Light Laptop Rs.38900  Price in India - Buy Lenovo IdeaPad Slim 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 Thin and Light Laptop Platinum Grey Online - Lenovo : Flipkart.com,29490,"Laptop, User manual, Adapter",15IGL05,81WQ00NXIN,15IGL05,IdeaPad Slim 3 Intel,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,Yes,256 GB,8 GB,DDR4,N4020,Max Frequency Up to 2.8 GHz,Intel Integrated UHD,Windows 11 Home,"1 x USB 2.0, 2 x USB 3.2 Gen 1",No,39.62 cm (15.6 Inch),1366 x 768 Pixel,HD TN 220nits Anti-glare,Built-in Speakers,,"11ac, 2x2",v5.0,362.2 x 253.4 x 19.9 mm,1.7 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",No,2 Years On-Site Warranty,Onsite,Manufacturing Defects,Physical Damage
766,ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop Rs.30990  Price in India - Buy ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop Star Grey Online - ASUS : Flipkart.com,20990,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",BR1100CKA-GJ0722W,90NX03B1-M005B0,BR1100CKA-GJ0722W,(2022),Star Grey,Laptop,Processing & Multitasking,No,Intel,Celeron Dual Core,Yes,128 GB,4 GB,DDR4,N4500,2.8,Intel Integrated UHD Graphics,Windows 11 Home,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support power delivery",No,29.46 cm (11.6 Inch),1366 x 768 Pixels,"HD, Anti-glare display ( Brightness 220nits, Color gamut NTSC: 45%)",Built-in speaker,Built-in array microphone,Wi-Fi 5 (802.11ac),v5.2,294.6 x 204.9 x 20.0 mm,1.26 Kg,Not Available,"720p HD camera, with privacy shutter",Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
767,Lenovo IdeaPad 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) 15IGL05 Thin and Light Laptop Rs.40490  Price in India - Buy Lenovo IdeaPad 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) 15IGL05 Thin and Light Laptop Platinum Grey Online - Lenovo : Flipkart.com,28500,"Laptop, battery, adapter, cables and user manuals",15IGL05,81WQ00H6IN,15IGL05,IdeaPad 3,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,Yes,256 GB,4 GB,DDR4,N4020,Max Frequency Up to 2.8 GHz,Intel Integrated UHD,Windows 10 Home,"1 x USB 2.0, 2 x USB 3.2 Gen 1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,HD TN 220nits Anti-glare,Built-in Stereo Speakers,Built-in array microphone,"11ac, 2x2",v5.0,362.2 x 253.4 x 19.9 mm,1.7 kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",No,1 Year Warranty,Carry-in,Manufacturing Defects,Physical Damage
768,Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Rs.76999  Price in India - Buy Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Charcoal Black Online - Acer : Flipkart.com,62990,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G,UN.QMESI.003,A715-76G,Aspire 7 (2023),Charcoal Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce GTX 1650,Windows 11 Home,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C port /Thunderbolt 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,,Intel Wireless Wi-Fi 6E AX211,v5.1,362.3 x 237.4 x 19.9 mm,2.1 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
769,Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop Rs.34990  Price in India - Buy Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop Silver Online - Infinix : Flipkart.com,23490,1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents,XL30,71008301124,XL30,Y1 Plus Neo Intel,Silver,Thin and Light Laptop,Processing & Multitasking,No,Intel,Celeron Quad Core,Yes,256 GB,8 GB,LPDDR4X,JSL N5100,1.1GHz - 2.8GHz,Intel Integrated UHD,Windows 11 Home,2 x USB 3.0,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"Full HD Display (250nits peak brightness, , 87% sRGB) Anti Glare",Build-in Dual Speakers,Yes,Wi-Fi 5 (802.11ac),v5.1,358.5 x 235.7 x 18.15 mm,1.76 Kg,Not Available,2.0 MP FHD Webcam,Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
770,ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ012W Thin and Light Laptop Rs.27990  Price in India - Buy ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ012W Thin and Light Laptop Star Black Online - ASUS : Flipkart.com,18990,"Laptop, Power Adaptor, User Guide, Warranty Documents",E210MA-GJ012W,90NB0R44-M008X0,E210MA-GJ012W,EeeBook 12,Star Black,Thin and Light Laptop,Processing & Multitasking,No,Intel,Celeron Dual Core,No,,4 GB,DDR4,N4020,2.8,Intel Integrated UHD Graphics 600,Windows 11 Home,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C",No,29.46 cm (11.6 Inch),1366 x 768 Pixels,"HD, Anti-glare display (Brightness 200nits, 45% NTSC color gamut)",,Built-in microphone,Wi-Fi 5(802.11ac),v4.1,279.0 x 191.0 x 16.9mm,1.05 Kg,Not Available,VGA camera,Chiclet Keyboard,No,1 Year Onsite warranty,Onsite,Manufacturing defects,Physical Damage
771,ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY541WS Thin and Light Laptop Rs.86990  Price in India - Buy ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY541WS Thin and Light Laptop Neutral Grey Online - ASUS : Flipkart.com,59990,"Laptop, battery, power adapter, user guide",S3402ZA-LY541WS,90NB0WE1-M00P80,S3402ZA-LY541WS,Vivobook S 14 Intel EVO H-Series,Neutral Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12500H,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,Intel Integrated Iris Xe,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",No,35.56 cm (14 Inch),1920 x 1200 Pixel,"WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.0,316.4 x 224.5 x 18.9 mm,1.50 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
772,Acer One 11 Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) Z8-284 Thin and Light Laptop Rs.39999  Price in India - Buy Acer One 11 Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) Z8-284 Thin and Light Laptop Black Online - Acer : Flipkart.com,23490,"Laptop, Power Adaptor, User Guide, Warranty Documents",Z8-284,UN.013SI.014,Z8-284,One 11,Black,Thin and Light Laptop,Everyday Use,No,Intel,Celeron Dual Core,Yes,256 GB,8 GB,DDR4,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type A , 1 x USB 3.2 (Gen1) Type C",No,29.46 cm (11.6 Inch),1366 x 768 Pixel,,,,IEEE 802.11a/b/g/n/ac,v5.0,,1.2 Kg,Not Available,HD Webcam 720 Support,Keyboard with touchpad with multi gesture and scrolling function,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
773,Lenovo V15 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop Rs.58187  Price in India - Buy Lenovo V15 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop Iron Grey Online - Lenovo : Flipkart.com,37990,"Laptop, User manual, Adapter",V15 G3 IAP,82TTA00VIH,V15 G3 IAP,V15,Iron Grey,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD Anti-glare Display,Built-in Speakers,Yes,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.1,,1.7 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
774,HP 247 G8 Athlon Dual Core AMD Athlon P3045B - (8 GB/1 TB HDD/Windows 11 Home) 67U77PA Laptop Rs.38000  Price in India - Buy HP 247 G8 Athlon Dual Core AMD Athlon P3045B - (8 GB/1 TB HDD/Windows 11 Home) 67U77PA Laptop Black Online - HP : Flipkart.com,23499,"Laptop, AC Adapter, User Guide, Manuals",67U77PA,67U77PA#ACJ,HP 247 G8,247 G8,Black,Laptop,Processing & Multitasking,No,AMD,Athlon Dual Core,No,,8 GB,DDR4,AMD Athlon P3045B,2.4,Intel Integrated,Windows 11 Home,,No,35.56 cm (14 inch),1366 x 768 pixel,HD,Stereo speakers,,,Yes,225 x 324 x 19.9 mm,1.47 kg,Not Available,720p HD camera,,No,1 Year,ONSITE,MANUFACTURING DAMAGE,PHYSICAL DAMAGE
775,Infinix X2 Slim Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop Rs.69990  Price in India - Buy Infinix X2 Slim Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop Blue Online - Infinix : Flipkart.com,48990,"Laptop, Power Adaptor, User Guide, Warranty Documents",XL23,71008300886,Inbook,X2 Slim Intel,Blue,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",No,Intel,Core i7,Yes,512 GB,16 GB,LPDDR4X,1195G7,,Intel Integrated Iris Xe,Windows 11 Home,"2 x USB 3.0, 2 x C Type",No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD IPS Display, Peak Brightness: 300nits, 100% sRGB, NTSC 72%",DTS Audio Processing,2 x D- Mic,Yes,v5.1,323.3 x 211.1 x 14.8 mm,1.24 kg,Not Available,HD Webcam,Backlit Keyboard,Yes,1 year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
776,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ3381WS Laptop Rs.51990  Price in India - Buy ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ3381WS Laptop Indie Black Online - ASUS : Flipkart.com,35990,"Laptop, Adaptor & Manual",X1500EA-EJ3381WS,90NB0TY5-M03EN0,X1500EA,Vivobook 15,Indie Black,Laptop,"Everyday Use, Processing & Multitasking, Performance",Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,i3-1115G4,3.0 Ghz. Turbo Upto 4.1 Ghz.,Intel Integrated UHD,Windows 11 Home,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",No,39.62 cm (15.6 inch),1920 x 1080 pixel,"(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, LED Backlit, 60Hz refresh rate, 250nits, NTSC: 45%, Anti-glare display, (Screen-to-body ratio)83%",Built-in speaker Built-in microphone with Cortana support,Yes,Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth 4.1,5,36.00 x 23.50 x 1.99 ~ 1.99 cm,1.8 kg,Not Available,VGA,"Chiclet Keyboard with Num-key, 1.4mm Key-travel",,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any Type of Damage
777,Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) E41-55 Thin and Light Laptop Rs.52414  Price in India - Buy Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) E41-55 Thin and Light Laptop Grey Online - Lenovo : Flipkart.com,17990,"Laptop, User manual, Adapter",E41-55,82FJ00BEIH|82FJ00BDIH,E41-55,,Grey,Thin and Light Laptop,Processing & Multitasking,No,AMD,Athlon Dual Core,Yes,256 GB,4 GB,DDR4,3050U,2.3 GHz with Turbo Boost Upto 3.2 GHz,AMD Radeon AMD,DOS,"1 x USB 2.0 Type-A, 1 x USB 3.1 Gen 1 Type A, 1 x USB Type-C",No,35.56 cm (14 Inch),1366 x 768 Pixels,HD Anti-glare Display,Built-in Speakers,,802.11AC 2x2,V5.0,330 x 230 x 19.9 mm,1.59 Kg,Not Available,0.3 M,,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
778,HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop Rs.75794  Price in India - Buy HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,62750,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",15-EG2009TU,67U22PA#ACJ,15-EG2009TU,Pavilion Intel,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1240P,Max Turbo Frequency Upto 4.4 GHz,Intel Integrated Iris Xe,Windows 11 Home,"1 x SuperSpeed USB Type-C, 2 x SuperSpeed USB Type-A",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS, Micro-Edge, Bright View, Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built in Dual Digital Array Microphone,MediaTek Wi-Fi Certified 6 MT7921 (2x2),v5.2,360 x 234 x 17.9 mm,1.75 kg,Not Available,HP Wide Vision 720p HD Camera with Temporal Noise Reduction,"Full-size, backlit, Natural Silver keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
779,HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0004MU Chromebook Rs.25451  Price in India - Buy HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0004MU Chromebook Ash Grey Online - HP : Flipkart.com,17990,"Laptop, Power Adaptor, User Guide, Warranty Documents",11a-na0004MU,2E4M8PA#ACJ,,Chromebook,Ash Grey,Chromebook,Processing & Multitasking,No,MediaTek,MediaTek Kompanio 500,No,,4 GB,LPDDR4X,MT8183,2 GHz Max Turbo Frequency,MediaTek Integrated,Chrome,"1 x USB 2.0 Type-C (USB Power Delivery, DisplayPort 1.1), 1 x USB 2.0 Type-A",Yes,29.46 cm (11.6 inch),1366 x 768 Pixels,"HD Touch IPS Anti-glare Display (220 nits Brightness, 50% NTSC, 73% Screen-to-body Ratio)",Built-in Dual Stereo Speakers,Integrated Dual Array Digital Microphones,Qualcomm Atheros QCA6174A-3 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,285 x 192.8 x 16.8,1.07 Kg,Not Available,HP True Vision 720p HD Webcam,Full-size Snow White Keyboard,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
780,Lenovo IdeaPad 3 CB Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14IGL05 Thin and Light Laptop Rs.34890  Price in India - Buy Lenovo IdeaPad 3 CB Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14IGL05 Thin and Light Laptop Platinum Grey Online - Lenovo : Flipkart.com,23990,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IGL05,82C1002EHA,14IGL05,IdeaPad 3 CB,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,No,Intel,Celeron Dual Core,Yes,,4 GB,DDR4,N4020,Max Frequency Up to 2.8 GHz,Intel Integrated UHD,Chrome,"2 x USB 3.2 Gen 1, 2 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort)",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD TN 220nits Anti-glar,Built-in stereo speakers,,"Intel 9560 11ac, 2x2",V4.2,328.9 x 234.35 x 18.8 mm,1.4 Kg,Not Available,HD 720p,"Non-backlit, English",No,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage
781,ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) M6500QC-HN741WS Creator Laptop Rs.88990  Price in India - Buy ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) M6500QC-HN741WS Creator Laptop Quiet Blue Online - ASUS : Flipkart.com,79990,"Laptop, battery, power adapter, user guide",M6500QC-HN741WS,90NB0YN1-M00AK0,K3405VCB-KM541WS,Vivobook Pro 15,Quiet Blue,Creator Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,5800H,3.2GHz upto max turbo frequency at 4.4 GHz,NVIDIA GeForce RTX 3050,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C support display / power delivery, 2 x USB 2.0 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, IPS-level Panel, 144Hz refresh rate, 250nits, 45% NTSC color gamut, Glossy display",Built-in Speakers,Yes,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.0,,1.8 Kg,Not Available,1080p FHD camera With privacy shutter,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
